fileName,Avg_Energy,Spectral_Centroid,Zero_Crossing,Label
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\music\mu1.wav,yes,0.013387602993281478,3097.472847830438,0.09323464117433852
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\music\mu10.wav,yes,0.00612875684027913,1699.3328038331729,0.047512415247511285
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\music\mu11.wav,yes,0.006397671236736906,1030.0112284259528,0.022409613990576296
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\music\mu12.wav,yes,0.010370434383164585,2623.6547447838643,0.08941711357271624
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\music\mu13.wav,yes,0.01686937863824423,1214.9853810135896,0.025760221320211343
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\music\mu14.wav,yes,0.03665322313231422,1227.084410495291,0.015266786094922788
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\music\mu15.wav,yes,0.002007574783865657,1440.3025615982078,0.04401410446830463
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\music\mu16.wav,yes,0.01726201876115603,1745.3158891485373,0.05144049252259096
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\music\mu17.wav,yes,0.07642996560979548,1810.7266787496628,0.03730201022687332
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\music\mu18.wav,yes,0.0039436545234582095,1800.9055171104947,0.05127042256714929
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\music\mu19.wav,yes,0.0018070916310572937,2167.598472588582,0.06588510073810361
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\music\mu2.wav,yes,0.00967299069117496,1736.4413243555462,0.03669584344316198
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\music\mu20.wav,yes,0.00067140110003548,1836.1247866629324,0.04616832390389914
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\music\mu3.wav,yes,0.007850530675541496,1548.4193164571434,0.03484772897344611
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\music\mu4.wav,yes,0.006937759863504855,1653.2267697104,0.04259733780811356
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\music\mu5.wav,yes,0.0008037831875663986,1560.4012121211929,0.037885917073889726
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\music\mu6.wav,yes,0.01100168956969757,1392.6153354361525,0.023033402117961857
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\music\mu7.wav,yes,0.00047077932776971187,1581.9716833172113,0.04764847275448423
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\music\mu8.wav,yes,0.0008614508678249015,2373.1515617174905,0.07764928416092787
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\music\mu9.wav,yes,0.0022223747062131024,1918.1122019788354,0.035418176875679594
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\speech\sp1.wav,no,0.000522753621373215,1854.4692033639271,0.057358926971961134
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\speech\sp10.wav,no,0.13899421408889018,1489.074983758426,0.05298812911711017
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\speech\sp11.wav,no,0.0005527788506860693,1779.9765473332984,0.050720529711221214
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\speech\sp12.wav,no,0.00707033650430127,2015.354239750542,0.06413338019705439
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\speech\sp13.wav,no,0.17704117813922005,1188.0096607356024,0.035487930702162156
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\speech\sp14.wav,no,0.0066072943621105044,1517.1193891204284,0.04813224900326205
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\speech\sp15.wav,no,0.003813350942812377,1756.4749646257549,0.05410492182451048
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\speech\sp16.wav,no,0.0355505693687832,2761.78500915434,0.0780904545403009
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\speech\sp17.wav,no,0.061655483343145835,2752.099547502674,0.0777333076338734
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\speech\sp18.wav,no,0.0035985143309193216,1007.8233449508114,0.022738084450888003
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\speech\sp19.wav,no,0.0033952547894168937,1539.4143543320627,0.043165549111997104
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\speech\sp2.wav,no,0.00045190558084579524,1634.1240331811441,0.04536332611480856
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\speech\sp20.wav,no,0.015836018720120863,940.6692669144295,0.029313156940920623
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\speech\sp3.wav,no,0.0005000035409226265,1680.3453047430949,0.048798739214730324
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\speech\sp4.wav,no,0.10630545860136448,1527.4990664120219,0.052835066157212666
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\speech\sp5.wav,no,0.0007128849214753526,2021.7644208087977,0.06836812208755201
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\speech\sp6.wav,no,0.0003178402930442302,889.5847653081629,0.021203334541500543
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\speech\sp7.wav,no,0.008304696964131499,1251.928994264506,0.029716890214174764
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\speech\sp8.wav,no,0.016456177119408232,864.8303045013444,0.02709314969191736
C:/Users/ispar/OneDrive - UW/Current Classes/CSS584_MultimediaSystems/Assignment 4/Assignment_4_files/audio_processing/audio\speech\sp9.wav,no,0.15030301697127238,1246.0114223243838,0.03852084490753863
